Subregión,Municipio,Nombre Programa,Número de Soluciones,Estado del Proyecto,N° Convenio,Fecha
Oriente,San Vicente de Ferrer,Mejoramiento de Vivienda,115,En ejecución,CI-671-2021,2021-12-09T00:00:00.000
Oriente,San Vicente de Ferrer,Mejoramiento de Vivienda,80,SGR - Ejecución,CI-757-2021,2021-12-01T00:00:00.000
Oriente,San Vicente de Ferrer,Titulación y/o Legalización,20,Ejecutado,N/A,N/A
Oriente,Sonsón,Antioquia se Pinta de Vida,1,Ejecutado,CI-207-2020,2020-10-07T00:00:00.000
Oriente,Sonsón,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Oriente,Sonsón,Mejoramiento de Vivienda Rural,35,En ejecución,CA-787-2021,2021-12-13T00:00:00.000
Oriente,Sonsón,Mejoramiento de Vivienda Urbana,50,SGR - Ejecución,CI-753-2021,2021-11-11T00:00:00.000
Oriente,Sonsón,Titulación y/o Legalización,17,Ejecutado,N/A,N/A
Oriente,Sonsón,Vivienda Nueva Urbana,2,Ejecutado,CA-362-2020,2021-01-12T00:00:00.000
Oriente,Sonsón,Vivienda Nueva Urbana,1,En ejecución,CA-643-2021,2021-12-01T00:00:00.000
Suroeste,Amagá,Antioquia se Pinta de Vida,1,En ejecución,CI-131-2022,2022-08-01T00:00:00.000
Suroeste,Amagá,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Amagá,Mejoramiento de Vivienda,100,En ejecución,CI-714-2021,2021-12-07T00:00:00.000
Suroeste,Amagá,Mejoramiento de Vivienda,141,SGR - Ejecución,CI-762-2021,2021-11-30T00:00:00.000
Suroeste,Amagá,Mejoramiento de Vivienda Urbana,49,En ejecución,CI-566-2021,2021-12-07T00:00:00.000
Suroeste,Amagá,Titulación y/o Legalización,43,Ejecutado,N/A,N/A
Suroeste,Amagá,Vivienda Nueva Rural,20,N/A,N/A,N/A
Suroeste,Andes,Antioquia se Pinta de Vida,1,Ejecutado,CI-421-2021,2021-08-25T00:00:00.000
Suroeste,Andes,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Andes,Mejoramiento de Vivienda,70,SGR - Ejecución,CI-760-2021,2021-11-26T00:00:00.000
Suroeste,Andes,Mejoramiento de Vivienda Rural,184,En ejecución,CI-675-2021,2021-12-01T00:00:00.000
Suroeste,Andes,Titulación y/o Legalización,11,Ejecutado,MVCT-958-2020,2020-09-28T00:00:00.000
Suroeste,Andes,Vivienda Nueva Urbana,49,En ejecución,CA-642-2021,2021-12-01T00:00:00.000
Suroeste,Angelópolis,Antioquia se Pinta de Vida,1,Ejecutado,CI-215-2021,2021-04-26T00:00:00.000
Suroeste,Angelópolis,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Angelópolis,Mejoramiento de Vivienda Urbana,52,En ejecución,CI-652-2021,2021-12-01T00:00:00.000
Suroeste,Angelópolis,Titulación y/o Legalización,0,En ejecución,MVCT-850-2020,2020-08-25T00:00:00.000
Suroeste,Betania,Antioquia se Pinta de Vida,1,Ejecutado,CI-422-2021,2021-08-03T00:00:00.000
Suroeste,Betania,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Betania,Mejoramiento de Vivienda,31,SGR - Ejecución,CI-760-2021,2021-11-26T00:00:00.000
Suroeste,Betania,Mejoramiento de Vivienda,77,En ejecución,CI-697-2021,2021-12-07T00:00:00.000
Suroeste,Betania,Mejoramiento de Vivienda Rural,72,En ejecución,CI-599-2021,2021-12-01T00:00:00.000
Suroeste,Betania,Vivienda Nueva Urbana,8,N/A,N/A,N/A
Suroeste,Betania,Vivienda Nueva Urbana,20,N/A,N/A,N/A
Suroeste,Betania,Vivienda Nueva Urbana,30,N/A,N/A,N/A
Suroeste,Betulia,Antioquia se Pinta de Vida,1,Ejecutado,CI-474-2021,2021-10-11T00:00:00.000
Suroeste,Betulia,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Betulia,Mejoramiento de Vivienda,82,En ejecución,CI-651-2021,2021-12-01T00:00:00.000
Suroeste,Betulia,Mejoramiento de Vivienda,140,SGR - Ejecución,CI-762-2021,2021-11-30T00:00:00.000
Suroeste,Betulia,Titulación y/o Legalización,0,En ejecución,MVCT-960-2020,2020-09-28T00:00:00.000
Suroeste,Betulia,Vivienda Nueva Rural,50,En ejecución,CA-769-2021,2022-01-20T00:00:00.000
Suroeste,Betulia,Vivienda Nueva Rural,50,SGR - Formulación y estructuración,CI-518-2021,2021-11-10T00:00:00.000
Suroeste,Caramanta,Antioquia se Pinta de Vida,1,En ejecución,CI-130-2022,2022-08-01T00:00:00.000
Suroeste,Caramanta,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Caramanta,Mejoramiento de Vivienda,124,En ejecución,CI-692-2021,2021-12-01T00:00:00.000
Suroeste,Caramanta,Mejoramiento de Vivienda,60,SGR - Ejecución,CI-747-2021,2021-11-10T00:00:00.000
Suroeste,Caramanta,Titulación y/o Legalización,0,En ejecución,MVCT-756-2021,2020-10-02T00:00:00.000
Suroeste,Caramanta,Vivienda Nueva Urbana,60,En ejecución,CI-540-2021,2021-12-01T00:00:00.000
Suroeste,Caramanta,Vivienda Nueva Rural,40,SGR - Formulación y estructuración,CI-496-2021,2021-11-10T00:00:00.000
Suroeste,Ciudad Bolívar,Antioquia se Pinta de Vida,1,Ejecutado,CI-579-2021,2021-12-09T00:00:00.000
Suroeste,Ciudad Bolívar,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Ciudad Bolívar,Mejoramiento de Vivienda,40,SGR - Ejecución,CI-760-2021,2021-11-26T00:00:00.000
Suroeste,Ciudad Bolívar,Mejoramiento de Vivienda Urbana,21,En ejecución,CI-657-2021,2021-12-01T00:00:00.000
Suroeste,Ciudad Bolívar,Titulación y/o Legalización,12,Ejecutado,N/A,N/A
Suroeste,Ciudad Bolívar,Vivienda Nueva Rural,30,En ejecución,CA-770-2021,2022-01-20T00:00:00.000
Suroeste,Concordia,Antioquia se Pinta de Vida,1,Ejecutado,CI-476-2021,2021-09-28T00:00:00.000
Suroeste,Concordia,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Concordia,Mejoramiento de Vivienda,100,SGR - Ejecución,CI-762-2021,2021-11-30T00:00:00.000
Suroeste,Concordia,Mejoramiento de Vivienda,108,En ejecución,CI-699-2021,2021-12-01T00:00:00.000
Suroeste,Concordia,Titulación y/o Legalización,0,En ejecución,MVCT-2020,2020-10-02T00:00:00.000
Suroeste,Concordia,Vivienda Nueva Rural,52,En ejecución,CA-767-2021,2022-01-20T00:00:00.000
Suroeste,Fredonia,Antioquia se Pinta de Vida,1,Ejecutado,CI-448-2021,2021-09-13T00:00:00.000
Suroeste,Fredonia,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Concordia,Vivienda Nueva Rural,50,SGR - Formulación y estructuración,CI-518-2021,2021-11-10T00:00:00.000
Suroeste,Fredonia,Mejoramiento de Vivienda,50,SGR - Ejecución,CI-747-2021,2021-11-10T00:00:00.000
Suroeste,Fredonia,Mejoramiento de Vivienda,103,En ejecución,CI-670-2021,2021-12-09T00:00:00.000
Suroeste,Fredonia,Titulación y/o Legalización,0,En ejecución,MVCT-966-2020,2020-09-30T00:00:00.000
Suroeste,Fredonia,Mejoramiento de Vivienda,47,SGR - Formulación y estructuración,CI-307-2020,2020-12-30T00:00:00.000
Suroeste,Fredonia,Vivienda Nueva Rural,50,SGR - Formulación y estructuración,CI-496-2021,2021-11-10T00:00:00.000
Suroeste,Hispania,Antioquia se Pinta de Vida,1,Ejecutado,CI-132-2022,2022-08-01T00:00:00.000
Suroeste,Hispania,Capacitación Técnica y Social,1,N/A,N/A,N/A
Suroeste,Jardín,Antioquia se Pinta de Vida,1,Ejecutado,CI-160-2021,2021-04-08T00:00:00.000
Suroeste,Jardín,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Jardín,Mejoramiento de Vivienda,38,En ejecución,CI-710-2021,2021-12-01T00:00:00.000
Suroeste,Jardín,Mejoramiento de Vivienda Rural,30,SGR - Ejecución,CI-760-2021,2021-11-26T00:00:00.000
Suroeste,Jardín,Titulación y/o Legalización,5,Ejecutado,N/A,N/A
Suroeste,Jardín,Vivienda Nueva Rural,15,En ejecución,CA-768-2021,2022-01-20T00:00:00.000
Suroeste,Jericó,Antioquia se Pinta de Vida,1,Ejecutado,CI-161-2021,2021-04-06T00:00:00.000
Suroeste,Jericó,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Jericó,Titulación y/o Legalización,0,En ejecución,MVTC-1024-2020,2020-09-30T00:00:00.000
Suroeste,Jardín,Vivienda Nueva Rural,40,SGR - Formulación y estructuración,CI-518-2021,2021-11-10T00:00:00.000
Suroeste,La Pintada,Antioquia se Pinta de Vida,1,Ejecutado,CI-219-2021,2021-04-23T00:00:00.000
Suroeste,La Pintada,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,La Pintada,Espacio Público Efectivo,390,En ejecución,CI-636-2021,2021-12-01T00:00:00.000
Suroeste,La Pintada,Mejoramiento de Vivienda Urbana,33,En ejecución,CI-640-2021,2021-12-01T00:00:00.000
Suroeste,La Pintada,Mejoramiento de Vivienda Urbana,50,SGR - Ejecución,CI-747-2021,2021-11-10T00:00:00.000
Suroeste,La Pintada,Titulación y/o Legalización,0,En ejecución,MVCT-985-2020,2020-09-30T00:00:00.000
Suroeste,La Pintada,Vivienda Nueva Urbana,6,En ejecución,CI-560-2021,2021-12-01T00:00:00.000
Suroeste,La Pintada,Vivienda Nueva Urbana,80,En ejecución,CI-559-2021,2021-12-01T00:00:00.000
Suroeste,La Pintada,Vivienda Nueva Urbana,56,En ejecución,CA-615-2021,2021-12-15T00:00:00.000
Suroeste,Montebello,Antioquia se Pinta de Vida,1,Ejecutado,CI-587-2021,2021-12-09T00:00:00.000
Suroeste,Montebello,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Montebello,Titulación y/o Legalización,0,En ejecución,MVCT-858-2020,2020-09-30T00:00:00.000
Suroeste,Montebello,Vivienda Nueva Rural,100,En ejecución,CI-397-2020,2020-12-31T00:00:00.000
Suroeste,Jericó,Vivienda Nueva Rural,45,SGR - Formulación y estructuración,CI-496-2021,2021-11-10T00:00:00.000
Suroeste,Pueblorrico,Antioquia se Pinta de Vida,1,Ejecutado,CI-165-2021,2021-04-27T00:00:00.000
Suroeste,Pueblorrico,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Pueblorrico,Espacio Público Efectivo,547,En ejecución,CI-637-2021,2021-12-01T00:00:00.000
Suroeste,Pueblorrico,Vivienda Nueva Urbana,18,En ejecución,CI-398-2020,2020-12-31T00:00:00.000
Suroeste,Pueblorrico,Vivienda Nueva Urbana,60,En ejecución,CI-392-2020,2020-12-30T00:00:00.000
Suroeste,Salgar,Antioquia se Pinta de Vida,1,Ejecutado,CI-475-2021,2021-09-21T00:00:00.000
Suroeste,Salgar,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Salgar,Mejoramiento de Vivienda,40,SGR - Ejecución,CI-760-2021,2021-11-26T00:00:00.000
Suroeste,Salgar,Mejoramiento de Vivienda Urbana,69,En ejecución,CI-665-2021,2021-12-07T00:00:00.000
Suroeste,Salgar,Vivienda Nueva Rural,10,En ejecución,CA-764-2021,2022-01-20T00:00:00.000
Suroeste,Santa Bárbara,Antioquia se Pinta de Vida,1,Ejecutado,CI-427-2021,2021-08-10T00:00:00.000
Suroeste,Santa Bárbara,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Santa Bárbara,Mejoramiento de Vivienda,50,SGR - Ejecución,CI-747-2021,2021-11-10T00:00:00.000
Suroeste,Santa Bárbara,Titulación y/o Legalización,0,En ejecución,MVCT-979-2020,2020-09-30T00:00:00.000
Suroeste,Santa Bárbara,Vivienda Nueva Urbana,104,En ejecución,CI-328-2021,2021-06-10T00:00:00.000
Suroeste,Santa Bárbara,Vivienda Nueva Rural,45,SGR - Formulación y estructuración,CI-496-2021,2021-11-10T00:00:00.000
Suroeste,Támesis,Antioquia se Pinta de Vida,1,Ejecutado,CI-208-2020,2020-10-07T00:00:00.000
Suroeste,Támesis,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Támesis,Mejoramiento de Vivienda,40,SGR - Ejecución,CI-747-2021,2021-11-10T00:00:00.000
Suroeste,Támesis,Mejoramiento de Vivienda,97,En ejecución,CI-681-2021,2021-12-01T00:00:00.000
Suroeste,Tarso,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Tarso,Mejoramiento de Vivienda Urbana,30,En ejecución,CI-396-2021,2021-07-13T00:00:00.000
Suroeste,Tarso,Titulación y/o Legalización,0,En ejecución,MVCT-854-2020,2020-09-30T00:00:00.000
Suroeste,Titiribí,Antioquia se Pinta de Vida,1,Ejecutado,CI-595-2021,2021-12-09T00:00:00.000
Suroeste,Titiribí,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Titiribí,Mejoramiento de Vivienda,50,SGR - Ejecución,CI-762-2021,2021-11-30T00:00:00.000
Suroeste,Titiribí,Titulación y/o Legalización,0,En ejecución,MVCT-1001-2020,2020-09-30T00:00:00.000
Suroeste,Tarso,Vivienda Nueva Rural,20,SGR - Formulación y estructuración,CI-496-2021,2021-11-10T00:00:00.000
Suroeste,Urrao,Antioquia se Pinta de Vida,1,Ejecutado,CI-452-2021,2021-09-14T00:00:00.000
Suroeste,Urrao,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Urrao,Mejoramiento de Vivienda Rural,20,Ejecutado,CI-373-2020,2020-12-28T00:00:00.000
Suroeste,Urrao,Mejoramiento de Vivienda Rural,40,SGR - Ejecución,CI-762-2021,2021-11-30T00:00:00.000
Suroeste,Urrao,Titulación y/o Legalización,5,Ejecutado,MVCT-997-2020,2020-09-30T00:00:00.000
Suroeste,Titiribí,Vivienda Nueva Rural,50,SGR - Formulación y estructuración,CI-518-2021,2021-11-10T00:00:00.000
Suroeste,Urrao,Vivienda Nueva Urbana,45,En ejecución,CI-156-2021,2021-05-14T00:00:00.000
Suroeste,Urrao,Vivienda Nueva Urbana,70,N/A,N/A,N/A
Suroeste,Valparaíso,Antioquia se Pinta de Vida,1,Ejecutado,CI-596-2021,2021-12-09T00:00:00.000
Suroeste,Valparaíso,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Valparaíso,Espacio Público Efectivo,"6,690",En ejecución,CI-370-2020,2020-12-28T00:00:00.000
Suroeste,Valparaíso,Intervenciones Urbanas Intregales,1,En ejecución,CI-629-2021,2021-12-01T00:00:00.000
Suroeste,Valparaíso,Mejoramiento de Vivienda,40,SGR - Ejecución,CI-747-2021,2021-11-10T00:00:00.000
Suroeste,Valparaíso,Mejoramiento de Vivienda Rural,79,En ejecución,CI-653-2021,2021-12-01T00:00:00.000
Suroeste,Valparaíso,Titulación y/o Legalización,0,En ejecución,MVCT-2020,2020-10-02T00:00:00.000
Suroeste,Urrao,Vivienda Nueva Rural,60,SGR - Formulación y estructuración,CI-518-2021,2021-11-10T00:00:00.000
Suroeste,Valparaíso,Vivienda Nueva Rural,40,SGR - Formulación y estructuración,CI-496-2021,2021-11-10T00:00:00.000
Suroeste,Valparaíso,Vivienda Nueva Urbana,10,En ejecución,CI-563-2021,2021-12-01T00:00:00.000
Suroeste,Valparaíso,Vivienda Nueva Urbana,70,Ejecutado,CI-391-2020,2020-12-31T00:00:00.000
Suroeste,Venecia,Antioquia se Pinta de Vida,1,Ejecutado,CI-209-2020,2020-10-07T00:00:00.000
Suroeste,Venecia,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Suroeste,Venecia,Mejoramiento de Vivienda,72,En ejecución,CI-687-2021,2021-12-09T00:00:00.000
Suroeste,Venecia,Mejoramiento de Vivienda,40,SGR - Ejecución,CI-747-2021,2021-11-10T00:00:00.000
Suroeste,Venecia,Titulación y/o Legalización,12,Ejecutado,MVCT-977-2020,2020-09-30T00:00:00.000
Suroeste,Valparaíso,Vivienda Nueva Rural,17,SGR - Formulación y estructuración,CI-433-2021,2021-11-10T00:00:00.000
Suroeste,Venecia,Vivienda Nueva Urbana,60,En ejecución,CI-740-2021,2021-12-09T00:00:00.000
Suroeste,Venecia,Vivienda Nueva Urbana,100,N/A,N/A,N/A
Suroeste,Venecia,Vivienda Nueva Urbana,100,N/A,N/A,N/A
Suroeste,Venecia,Vivienda Nueva Rural,40,SGR - Formulación y estructuración,CI-496-2021,2021-11-10T00:00:00.000
Urabá,Apartadó,Antioquia se Pinta de Vida,1,Ejecutado,CI-157-2021,2021-04-08T00:00:00.000
Urabá,Apartadó,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Urabá,Apartadó,Mejoramiento de Vivienda Rural,2,En ejecución,CA-348-2020,2020-12-31T00:00:00.000
Urabá,Apartadó,Mejoramiento de Vivienda Urbana,60,SGR - Ejecución,CI-743-2021,2021-11-26T00:00:00.000
Urabá,Apartadó,Mejoramiento de Vivienda Urbana,9,En ejecución,CA-349-2020,2020-12-31T00:00:00.000
Urabá,Apartadó,Titulación y/o Legalización,27,Ejecutado,N/A,N/A
Urabá,Apartadó,Vivienda Nueva Urbana,162,Ejecutado,CA-184-2020,2020-11-05T00:00:00.000
Urabá,Apartadó,Vivienda Nueva Urbana,144,En ejecución,CI-541-2021,2021-12-01T00:00:00.000
Urabá,Apartadó,Vivienda Nueva Urbana,256,En ejecución,CI-553-2021,2021-12-01T00:00:00.000
Urabá,Apartadó,Vivienda Nueva Urbana,5,En ejecución,CI-554-2021,2021-12-01T00:00:00.000
Urabá,Apartadó,Vivienda Nueva Urbana,240,En ejecución,CA-528-2021,2021-12-13T00:00:00.000
Urabá,Apartadó,Vivienda Nueva Urbana,32,En ejecución,CI-407-2020,2020-12-28T00:00:00.000
Urabá,Arboletes,Antioquia se Pinta de Vida,1,Ejecutado,CI-114-2021,2021-02-23T00:00:00.000
Urabá,Arboletes,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Urabá,Arboletes,Intervenciones Urbanas Intregales,1,En ejecución,CI-511-2021,2021-09-27T00:00:00.000
Urabá,Arboletes,Mejoramiento de Vivienda Rural,50,SGR - Ejecución,CI-746-2021,2021-11-10T00:00:00.000
Urabá,Arboletes,Titulación y/o Legalización,295,Ejecutado,N/A,N/A
Urabá,Arboletes,Vivienda Nueva Urbana,176,En ejecución,CI-227-2021,2021-05-21T00:00:00.000
Urabá,Carepa,Antioquia se Pinta de Vida,1,En ejecución,CI-116-2022,2022-07-29T00:00:00.000
Urabá,Carepa,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Urabá,Carepa,Espacio Público Efectivo,918,Ejecutado,CI-369-2020,2020-01-04T00:00:00.000
Urabá,Carepa,Mejoramiento de Vivienda,31,SGR - Ejecución,CI-743-2021,2021-11-26T00:00:00.000
Urabá,Carepa,Mejoramiento de Vivienda Rural,2,En ejecución,CA-348-2020,2020-12-31T00:00:00.000
Urabá,Carepa,Titulación y/o Legalización,4,Ejecutado,N/A,N/A
Urabá,Carepa,Vivienda Nueva Urbana,102,Ejecutado,CA-186-2020,2020-11-10T00:00:00.000
Urabá,Carepa,Vivienda Nueva Urbana,48,Ejecutado,CA-242-2020,2020-11-10T00:00:00.000
Urabá,Chigorodó,Antioquia se Pinta de Vida,1,Ejecutado,CI-162-2022,2021-04-07T00:00:00.000
Urabá,Chigorodó,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Urabá,Chigorodó,Mejoramiento de Vivienda Rural,60,SGR - Ejecución,CI-756-2021,2021-11-26T00:00:00.000
Urabá,Chigorodó,Mejoramiento de Vivienda Urbana,5,En ejecución,CA-349-2020,2020-12-31T00:00:00.000
Urabá,Chigorodó,Titulación y/o Legalización,27,Ejecutado,MVCT-973-2020,2020-09-30T00:00:00.000
Urabá,Chigorodó,Vivienda Nueva Urbana,276,En ejecución,CA-625-2021,2021-12-01T00:00:00.000
Urabá,Chigorodó,Vivienda Nueva Urbana,23,Ejecutado,CA-185-2020,2020-11-03T00:00:00.000
Urabá,Murindó,Antioquia se Pinta de Vida,1,En ejecución,CI-157-2022,N/A
Urabá,Murindó,Mejoramiento de Vivienda Rural,90,SGR - Ejecución,CI-745-2021,2021-11-10T00:00:00.000
Urabá,Mutatá,Antioquia se Pinta de Vida,1,Ejecutado,CI-220-2021,2021-04-20T00:00:00.000
Urabá,Mutatá,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Urabá,Mutatá,Mejoramiento de Vivienda,90,SGR - Ejecución,CI-756-2021,2021-11-26T00:00:00.000
Urabá,Mutatá,Titulación y/o Legalización,0,En ejecución,MVCT-857-2020,2020-09-30T00:00:00.000
Urabá,Necoclí,Antioquia se Pinta de Vida,1,En ejecución,CI-586-2021,2021-12-09T00:00:00.000
Urabá,Necoclí,Titulación y/o Legalización,0,En ejecución,MVCT-984-2020,2020-09-30T00:00:00.000
Urabá,Necoclí,Vivienda Nueva Rural,100,En ejecución,CI-408-2021,2021-07-22T00:00:00.000
Urabá,San Juan de Urabá,Antioquia se Pinta de Vida,1,En ejecución,CI-144-2022,2022-08-10T00:00:00.000
Urabá,San Juan de Urabá,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Urabá,San Juan de Urabá,Mejoramiento de Vivienda,75,En ejecución,CI-712-2021,2021-12-01T00:00:00.000
Urabá,San Juan de Urabá,Mejoramiento de Vivienda Urbana,90,SGR - Ejecución,CI-746-2021,2021-11-10T00:00:00.000
Urabá,San Juan de Urabá,Titulación y/o Legalización,0,En ejecución,MVCT-1049-2020,2020-09-30T00:00:00.000
Urabá,San Juan de Urabá,Vivienda Nueva Rural,100,En ejecución,CI-409-2021,2021-07-21T00:00:00.000
Urabá,San Juan de Urabá,Vivienda Nueva Rural,40,En ejecución,CI-412-2020,2020-12-31T00:00:00.000
Urabá,San Pedro de Urabá,Antioquia se Pinta de Vida,1,En ejecución,CI-135-2022,2022-08-01T00:00:00.000
Urabá,San Pedro de Urabá,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Urabá,San Pedro de Urabá,Espacio Público Efectivo,638,En ejecución,CI-628-2021,2021-12-01T00:00:00.000
Urabá,San Pedro de Urabá,Mejoramiento de Vivienda Rural,100,SGR - Ejecución,CI-748-2021,2021-11-12T00:00:00.000
Urabá,San Pedro de Urabá,Mejoramiento de Vivienda Urbana,55,En ejecución,CI-694-2021,2021-12-01T00:00:00.000
Urabá,San Pedro de Urabá,Vivienda Nueva Rural,100,N/A,N/A,N/A
Urabá,San Pedro de Urabá,Vivienda Nueva Urbana,120,En ejecución,CI-228-2021,2021-05-21T00:00:00.000
Urabá,Turbo,Antioquia se Pinta de Vida,1,Ejecutado,CI-219-2020,2020-10-28T00:00:00.000
Urabá,Turbo,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Urabá,Turbo,Mejoramiento de Vivienda Rural,100,SGR - Ejecución,CI-748-2021,2021-11-12T00:00:00.000
Urabá,Turbo,Mejoramiento de Vivienda Urbana,83,En ejecución,CI-372-2020,2020-12-31T00:00:00.000
Urabá,Turbo,Mejoramiento de Vivienda Urbana,6,En ejecución,CA-349-2020,2020-12-31T00:00:00.000
Urabá,Turbo,Titulación y/o Legalización,565,Ejecutado,N/A,N/A
Urabá,Turbo,Vivienda Nueva Rural,50,N/A,N/A,N/A
Urabá,Turbo,Vivienda Nueva Urbana,256,En ejecución,CI-576-2021,2021-12-01T00:00:00.000
Urabá,Vigía del Fuerte,Antioquia se Pinta de Vida,1,Ejecutado,CI-525-2021,2021-11-09T00:00:00.000
Urabá,Vigía del Fuerte,Capacitación Técnica y Social,1,Ejecutado,N/A,N/A
Urabá,Vigía del Fuerte,Mejoramiento de Vivienda,150,SGR - Ejecución,CI-745-2021,2021-11-10T00:00:00.000
Urabá,Vigía del Fuerte,Titulación y/o Legalización,88,Ejecutado,MVCT-757-2021,2020-10-02T00:00:00.000
Urabá,Vigía del Fuerte,Vivienda Nueva Rural,145,En ejecución,CI-630-2021,N/A
